ID,A1, A2, A3, A4, A5, A6, A7, A8, A9, A11, A12, A13, A14, A15, H1, H2, H3, H4, H5, H6, H7, H8, H9, H10, H11, H12, T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T11, T12, T13, T14, Sex, Age, Class, school every day?, share phone with family?, electricity at home?, parents rules phone?, Main purpose of phone use
409,2,1,1,1,,1,1,2,1,1,3,2,3,1,3,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,15,8,0,1,0,1,School
410,4,1,1,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,1,4,1,2,4,4,4,2,2,4,3,5,1,,1,,4,4,1,,5,1,3,1,13,8,0,0,1,0,School
411,4,4,4,4,4,4,1,4,4,1,4,1,4,4,3,,4,1,1,4,1,4,4,4,4,1,4,3,4,4,3,6,1,4,4,1,1,4,1,1,,0,12,8,0,0,0,0,Games
412,4,1,1,4,1,3,3,3,4,4,1,3,4,2,2,1,4,1,1,4,2,4,2,,,,,2,7,,3,7,5,7,3,1,1,5,1,3,6,,14,8,0,0,1,0,Communication
413,4,2,4,3,4,3,4,3,1,2,2,4,4,4,1,4,2,4,1,4,1,3,2,3,4,3,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,14,8,0,1,0,1,
414,4,4,4,4,1,4,2,4,4,4,1,4,3,4,4,4,4,4,2,4,2,2,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,13,8,0,0,0,0,Communication
415,1,2,2,3,,4,2,2,3,3,1,3,2,1,2,4,1,4,1,4,2,1,4,2,4,2,1,1,1,1,2,3,1,1,3,1,1,2,1,0,0,1,13,8,0,0,0,0,School
416,2,1,4,4,4,4,3,4,3,4,2,3,1,3,4,4,4,1,4,3,2,4,4,4,3,1,4,4,1,1,1,4,1,1,5,4,2,3,6,,4,1,13,8,0,0,0,0,Games
417,4,2,2,,3,2,1,4,,,,4,4,1,,4,,1,,4,3,4,4,,,,,,1,1,1,7,7,,,,,,,,,1,13,0,0,0,0,0,Music
418,4,2,4,4,2,3,4,4,4,4,1,4,3,3,3,4,3,4,2,4,2,4,4,3,4,4,3,2,5,3,3,5,2,1,2,1,2,3,2,0,5,1,13,8,0,0,0,0,Games
419,4,2,1,2,3,4,2,3,2,4,1,2,1,1,2,2,3,1,2,3,3,4,1,4,2,2,3,4,3,5,4,1,3,3,4,3,4,5,4,0,0,0,12,8,0,0,0,0,Games
420,1,2,4,1,4,1,2,3,4,1,4,3,2,3,1,4,2,2,4,3,1,4,4,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,8,0,0,0,1,Communication
421,1,3,4,3,1,1,4,4,1,3,1,1,1,3,3,4,2,4,2,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,8,0,1,0,1,
422,1,2,3,4,2,1,2,4,4,4,3,3,4,4,3,3,3,2,3,,,3,3,,3,3,4,7,4,,6,7,,5,3,3,3,7,1,0,8,0,15,8,0,0,1,0,Games
423,4,2,2,4,1,3,2,4,3,3,1,3,2,3,4,2,4,4,1,3,2,3,4,,1,1,3,1,5,5,,4,,5,6,1,3,4,5,0,3,1,15,8,0,0,0,1,Music
424,3,2,4,4,1,3,1,4,4,4,4,4,3,1,2,4,3,4,1,4,2,2,4,4,4,2,2,1,1,1,1,1,1,,1,1,1,1,1,0,0,1,13,8,0,1,0,1,School
425,4,4,3,4,2,4,1,4,2,1,1,1,4,1,4,2,4,4,4,4,2,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,16,9,0,0,0,0,Other
426,4,4,1,4,1,1,1,4,2,4,1,4,4,4,4,4,4,4,4,4,4,1,2,3,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,3,7,1,15,9,0,0,0,0,School
427,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,4,,1,4,1,4,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,9,0,0,0,0,School
428,1,2,1,1,1,1,1,1,4,,,1,4,2,2,4,4,3,2,3,2,3,3,3,1,4,2,2,1,1,7,2,5,2,1,3,1,1,2,5,,0,15,9,0,0,1,0,Music
429,4,4,2,1,4,2,4,1,4,4,4,1,3,4,3,2,2,1,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,,,1,16,9,0,0,1,0,Music
430,4,4,2,3,2,4,4,2,2,4,1,1,1,4,1,3,,1,1,4,1,2,2,4,2,2,2,6,5,6,7,7,3,2,2,2,4,6,4,1,,1,13,9,0,0,1,0,Communication
431,1,1,4,4,3,2,1,3,3,1,1,3,4,1,4,4,1,3,3,2,1,4,2,3,4,4,4,5,3,3,2,,5,4,5,3,3,7,5,15,,,,9,,,,,
432,4,2,1,1,4,4,2,1,1,4,4,4,1,4,4,4,1,4,1,4,1,4,4,1,4,1,4,6,6,7,6,7,6,2,,2,2,3,2,4,0,1,14,9,0,1,0,1,Social Media
433,4,3,4,4,1,4,3,4,2,4,4,1,3,4,1,4,1,1,1,4,3,4,1,4,1,3,4,,3,6,7,4,7,4,7,6,3,7,1,1,0,1,15,9,0,0,0,1,communication
434,1,2,3,4,1,2,2,1,1,2,1,3,2,1,4,1,2,3,1,2,3,3,2,1,3,3,2,5,6,4,2,5,6,6,5,4,1,3,2,1,6,1,15,9,0,0,0,0,communication
435,1,4,1,1,4,4,1,1,1,2,2,1,4,1,4,4,3,3,1,4,1,4,1,4,4,1,1,4,6,6,4,6,3,3,2,4,2,5,2,,,1,15,9,0,0,0,0,music
436,4,4,4,4,2,3,1,4,1,4,4,3,1,1,4,2,3,3,1,4,1,2,4,2,2,2,2,2,2,4,5,,6,2,3,2,1,4,5,0,10,1,14,9,0,0,1,0,music
437,4,3,4,4,4,3,4,4,1,4,4,4,4,4,4,2,3,4,1,1,3,1,4,4,4,4,4,4,4,6,2,1,4,3,2,4,2,4,5,,,1,17,9,0,0,0,0,communication
438,4,1,1,1,1,4,1,4,1,1,2,4,1,4,1,4,2,1,4,4,4,4,4,4,4,2,2,2,,,2,2,,2,2,3,2,2,2,,,1,16,9,0,0,1,0,games
439,3,2,2,3,3,2,3,2,2,1,4,2,1,2,3,3,2,2,1,3,2,3,2,2,1,2,3,3,7,2,6,5,6,6,5,4,1,7,3,12,,1,15,9,0,1,0,1,school
440,1,4,2,4,3,2,1,2,3,,1,2,4,1,3,4,3,2,1,3,2,4,4,1,3,4,1,5,,3,4,3,5,5,5,7,7,6,7,,,,,9,0,0,1,0,communication
441,3,1,2,4,1,2,1,1,1,4,1,4,4,3,3,4,2,4,1,4,1,2,4,1,4,2,3,4,2,4,5,3,2,2,1,2,3,1,3,0,3,1,12,9,0,0,0,0,school
442,2,1,4,1,2,4,4,3,4,3,1,1,2,2,4,1,4,4,4,3,2,1,4,4,4,1,3,3,5,5,1,3,1,1,4,1,1,5,6,0,3,1,15,9,0,0,0,0,communication
443,4,3,4,3,4,4,4,4,2,4,1,4,1,3,3,4,3,4,3,4,4,1,4,4,3,1,2,2,3,4,2,1,6,,4,2,1,3,2,,,1,16,9,0,0,1,0,school
444,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,1,1,7,1,1,1,1,1,1,1,0,0,1,15,9,0,0,0,1,communication
445,4,3,1,4,4,4,2,1,4,4,1,4,2,4,4,4,4,4,4,4,1,4,4,4,4,4,2,7,7,7,7,3,6,,4,1,1,5,,0,4,1,14,9,0,1,0,0,school
446,4,4,4,4,4,3,2,1,4,3,2,4,1,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,6,7,4,7,6,3,4,7,4,1,5,2,,1,15,9,0,0,0,0,"school,social media"
447,4,4,3,4,4,3,2,4,4,2,4,1,3,3,1,4,2,3,1,4,1,4,4,2,4,1,4,2,7,5,7,4,3,1,4,5,5,5,3,0,0,1,15,9,0,0,1,0,music
448,4,1,1,1,4,,3,,1,1,4,,4,1,1,4,3,4,4,4,1,2,3,1,3,1,4,1,1,1,1,,5,7,7,1,6,1,,0,0,1,14,9,0,1,0,1,Social Media
449,4,1,2,4,,,4,1,1,4,3,,2,4,1,4,1,1,1,4,2,3,4,1,4,1,2,3,6,6,5,2,7,1,1,1,2,7,3,1,3,0,15,9,0,0,1,0,communication
450,2,4,4,4,1,1,4,4,1,4,4,2,4,4,4,3,3,4,1,4,2,3,4,2,4,3,4,3,1,1,6,6,7,5,5,,6,6,6,3,0,0,13,9,0,0,0,0,Social Media
451,4,2,4,4,3,1,2,4,2,1,4,3,1,4,1,4,3,4,4,4,2,2,4,4,4,4,4,4,6,6,7,6,5,4,,,1,7,4,10,7,0,16,9,0,0,0,0,communication
452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,7,2,7,2,7,2,2,1,2,2,4,10,5,0,16,9,0,0,0,0,communication
453,4,2,1,4,3,4,4,2,4,4,1,3,4,4,4,2,,1,1,4,4,1,4,4,4,3,1,5,4,6,1,2,6,1,6,7,6,6,3,0,0,1,16,9,0,1,1,0,school
454,2,1,3,4,1,4,1,1,1,4,3,4,2,4,4,2,4,1,1,2,1,4,4,4,3,1,3,5,6,5,5,2,4,2,4,1,1,2,1,4,0,0,15,9,0,1,0,0,Social Media
455,4,4,1,4,1,4,4,1,1,4,1,4,1,4,4,2,3,4,1,4,4,4,4,2,4,1,4,1,3,3,1,3,1,1,1,,5,3,3,0,1,1,15,9,0,0,0,0,games
456,3,4,2,4,1,4,2,3,4,3,1,3,2,3,3,4,3,4,1,4,3,4,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,9,0,1,0,1,
457,3,3,1,4,1,4,2,2,4,4,4,4,1,3,,4,2,1,4,4,1,4,4,4,4,1,2,2,4,1,5,7,4,1,1,3,5,7,1,5,0,0,13,9,0,0,1,0,games
458,4,4,2,4,4,3,2,4,2,,2,4,3,4,2,4,3,4,2,4,3,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,9,0,1,1,0,
459,4,2,3,4,3,4,4,4,3,4,4,4,3,4,4,2,4,3,2,4,4,2,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,9,0,1,0,1,
460,4,4,1,4,1,4,2,4,4,4,2,3,1,2,1,4,2,1,1,4,1,2,2,4,4,2,1,3,3,4,2,2,2,1,3,2,1,3,2,5,10,1,16,9,0,0,0,0,music
461,4,1,1,4,,1,2,3,2,4,2,4,1,4,2,2,2,3,2,3,1,4,4,1,4,3,3,7,4,1,1,5,1,4,7,1,1,5,7,,,1,15,9,0,0,0,0,school
462,2,3,3,4,3,3,2,4,2,3,1,1,1,2,2,4,4,4,1,4,3,4,2,4,4,2,4,4,6,6,6,3,6,5,3,5,3,5,2,4,6,5,3,9,0,0,0,0,school
463,3,2,4,4,4,4,1,4,1,4,1,2,1,4,2,1,3,3,4,4,3,2,4,2,4,2,3,3,3,4,3,4,4,3,4,5,3,5,3,0,5,1,16,9,0,0,1,0,music
464,3,2,1,3,4,4,1,4,1,1,1,4,1,4,4,2,2,2,1,3,1,4,4,2,4,2,3,4,5,6,3,2,2,2,3,1,1,1,2,5,6,1,15,9,0,0,0,1,music
465,4,1,2,4,4,1,4,2,1,4,4,4,1,4,3,4,1,2,,4,2,4,4,3,2,1,1,6,4,3,6,2,6,2,3,2,2,3,2,,,0,16,9,,1,0,0,music
466,4,4,4,4,4,4,4,3,,2,4,2,4,1,4,2,4,4,1,4,3,4,4,2,4,3,34,7,5,5,6,6,6,4,2,,4,2,4,3,,0,16,9,0,0,0,0,school
467,1,3,2,3,1,2,2,3,3,4,4,3,4,2,1,3,2,3,3,1,2,2,2,3,1,2,1,2,2,5,5,6,2,3,2,3,1,2,3,,,0,16,9,0,0,1,1,communication
468,4,2,4,4,4,1,2,4,4,1,2,4,2,1,1,3,3,3,1,4,4,4,4,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,14,9,0,0,0,0,School
469,4,4,4,4,3,3,4,4,3,2,1,4,3,4,4,4,3,4,2,3,3,4,2,4,3,1,4,2,3,2,3,4,6,2,1,1,1,1,1,,5,1,16,9,0,0,0,0,School
470,4,2,4,4,1,1,4,4,1,4,1,4,1,1,4,4,1,4,1,4,1,4,1,1,4,4,4,4,4,3,2,2,2,1,1,1,1,2,3,1,4,1,14,9,0,1,0,0,Games
471,2,2,1,2,3,1,2,2,1,2,1,2,1,2,2,3,2,1,1,4,2,1,4,4,4,2,2,2,3,5,3,3,4,1,2,1,1,5,1,,2,1,16,9,0,0,0,0,Games
472,4,2,1,3,2,4,4,2,2,3,4,1,2,2,3,4,2,4,1,4,1,4,1,2,1,1,1,4,4,5,1,5,1,6,3,2,1,4,5,4,,1,16,9,0,0,1,0,music
473,2,2,3,3,,2,3,3,3,2,1,3,1,2,2,4,3,4,3,3,2,4,3,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,,,,,9,0,,0,,
474,1,1,1,4,1,1,1,1,1,2,4,1,3,2,4,3,3,3,1,3,2,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,15,9,0,0,0,1,Games
475,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,,1,4,1,4,4,4,3,3,2,6,7,7,6,6,6,7,4,4,4,4,4,14,,1,16,9,0,0,0,0,Social media
476,4,1,1,4,,1,2,3,1,4,4,1,1,4,4,4,2,1,1,4,1,2,4,4,4,4,2,5,5,6,,6,6,6,7,7,7,6,2,,3,1,14,9,0,0,0,0,Games
477,2,4,2,2,,3,4,2,4,,2,1,2,2,2,1,2,1,2,3,3,2,4,1,4,2,4,3,1,1,2,3,4,5,2,1,1,5,5,,1,1,15,9,0,0,0,0,Music
478,3,2,1,3,4,2,4,3,3,1,2,1,4,3,3,1,1,1,1,4,3,4,2,2,1,2,2,3,4,3,1,2,1,2,1,3,1,4,6,15,,0,17,9,0,0,1,0,Communication
479,4,2,4,4,3,3,2,4,,3,4,,2,4,4,4,3,2,3,4,3,4,4,1,1,2,4,1,1,2,2,1,1,1,1,1,1,1,1,,,0,15,9,0,1,1,1,Other
480,4,2,,4,4,4,4,4,1,3,4,1,1,4,4,4,2,4,1,4,3,,4,4,4,4,4,6,5,6,7,7,7,3,1,1,1,5,1,13,,0,15,9,0,0,1,0,"Communication, Games, Social media, Music, Other"
481,2,4,2,4,2,3,1,2,3,3,1,2,1,2,3,1,2,1,2,2,1,3,2,2,2,1,2,1,3,5,4,3,6,1,4,1,1,4,2,1,,1,15,9,0,0,1,1,Other
482,4,1,3,1,1,2,1,1,4,4,1,1,3,1,1,1,1,1,4,1,1,4,1,4,1,1,1,7,7,1,7,5,3,5,6,6,1,5,6,10,,0,15,9,0,0,0,0,School
483,2,4,1,4,1,4,1,4,2,1,4,3,2,1,3,4,1,2,4,4,3,3,3,4,4,4,4,6,4,7,6,5,6,1,3,5,1,4,7,10,,0,15,9,0,1,0,0, communication
484,1,1,1,1,3,3,3,2,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,7,5,7,7,5,6,6,6,6,4,6,6,8,9,0,14,9,0,0,0,0,School
485,4,4,1,4,4,4,1,2,2,4,1,,1,2,3,2,2,3,1,4,2,1,2,1,4,4,4,7,,5,2,4,4,3,2,2,1,1,5,,4,1,14,9,0,0,0,1,"Communication, Games, Music"
486,4,3,4,4,4,4,3,4,4,3,4,1,3,1,4,3,4,1,2,4,4,4,4,4,2,4,4,7,6,4,1,1,4,1,1,1,1,4,4,0,0,0,14,9,0,0,1,0,Games
487,3,4,1,1,4,1,1,1,1,4,1,1,1,4,1,2,,1,1,3,3,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,2,16,9,0,0,0,0,"Communication, Games"
488,3,4,3,3,3,4,3,4,2,3,2,1,4,1,2,3,3,4,3,3,4,4,1,3,4,4,3,5,6,7,5,4,6,3,1,3,5,6,5,,6,1,16,9,0,0,1,0,School
489,4,3,2,1,2,4,3,3,2,2,1,2,4,3,1,2,2,1,2,3,2,2,2,1,2,1,2,1,5,3,3,1,2,1,4,5,2,4,3,1,2,1,15,9,0,0,1,0,School
490,4,4,2,4,4,4,4,4,4,4,1,4,4,1,1,1,1,4,4,2,4,4,4,1,4,4,1,2,4,1,1,4,,4,1,1,1,4,1,,,1,14,9,0,0,0,0,"Communication, Games"
491,4,4,2,4,4,4,4,4,4,4,1,4,2,1,4,1,4,1,4,2,3,4,4,4,4,3,2,2,1,1,2,3,1,1,1,5,5,1,1,,,1,16,9,0,0,1,0,Communication
492,4,1,1,4,2,3,1,4,3,4,2,2,1,4,4,4,2,4,1,3,1,2,3,1,4,1,2,6,6,4,3,3,2,2,5,3,1,5,4,13,6,,17,9,0,0,0,1,School
493,4,3,1,4,4,2,3,4,4,4,4,4,4,2,3,4,3,3,4,4,1,4,4,4,4,4,4,4,3,4,1,6,3,2,1,4,1,3,3,2,,1,16,9,0,0,0,0,Music
494,4,4,3,4,4,2,1,4,4,3,4,4,4,3,3,4,3,4,3,4,1,4,4,4,4,4,4,4,6,6,3,6,5,4,1,4,3,4,4,1,,1,14,9,0,0,0,0,Music
495,3,,2,4,4,4,2,4,2,4,2,2,2,2,3,2,3,3,1,2,3,1,3,1,1,3,3,7,6,6,5,6,5,5,4,5,5,5,6,4,8,1,17,9,0,1,0,0,Social Media
496,3,2,2,3,2,2,2,3,4,2,3,4,4,2,2,2,2,3,1,3,1,2,2,4,3,4,2,4,4,5,5,4,3,4,2,1,1,3,2,13,2,1,15,9,0,0,0,0,"Communication, Social media, Music, Other"
497,2,3,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,4,3,,,,,1,3,4,3,6,5,3,3,3,3,3,3,13,6,0,16,9,0,0,0,0,"Communication, Games, Social Media, Music"
498,1,2,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,2,,9,1,1,1,1,Social Media
499,2,1,1,1,,3,1,3,2,1,1,4,1,2,2,3,2,3,3,1,1,4,4,1,1,3,1,3,3,2,2,4,4,2,7,7,7,7,7,12,12,0,19,9,1,1,1,0,Other
500,4,4,4,4,2,1,4,2,3,4,4,3,4,2,2,3,3,2,3,3,3,4,4,3,3,4,4,1,3,1,7,6,7,3,1,1,4,4,5,7,12,0,15,9,0,0,0,0,"Communication, Games, Social Media, Music"
501,4,4,1,4,4,4,4,1,1,4,1,1,4,4,1,4,1,4,4,4,1,4,4,4,4,4,1,4,6,7,1,5,6,7,6,4,3,2,1,6,,1,17,9,0,1,0,1,"Communication, Other"
502,4,4,1,4,4,4,4,,4,4,1,1,4,,4,4,4,1,4,4,4,4,4,1,4,4,1,5,5,7,7,6,4,4,6,5,1,6,6,14,3,1,13,9,0,1,0,1,"School, Social media"
503,4,4,4,4,2,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,15,9,0,0,0,0,Social Media
504,4,4,4,4,4,,4,4,1,1,4,2,4,3,4,3,4,4,4,4,2,4,4,4,4,2,2,7,4,3,4,5,4,1,4,1,1,1,4,5,,1,18,9,0,0,0,0,Other
505,4,4,4,4,2,2,2,1,4,4,4,1,1,4,4,4,1,4,4,4,1,4,4,4,4,2,4,6,6,6,1,1,1,6,1,1,1,6,1,13,,0,15,9,0,0,1,0,Communication
506,4,2,1,4,2,3,1,3,2,3,1,2,1,3,4,3,2,3,1,4,4,4,4,3,4,3,3,3,4,6,5,6,5,4,2,1,1,2,3,2,6,0,14,9,0,0,0,0,Games
507,4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,2,4,4,4,4,1,5,4,6,5,5,5,5,2,5,1,5,4,2,,0,14,9,0,0,0,0,"School, communication, Games, Social media, Music"
508,4,4,3,4,2,1,1,2,3,2,3,4,3,4,4,4,4,4,4,1,4,4,3,4,2,3,4,1,1,1,1,2,4,3,3,1,2,3,4,,,0,18,9,0,0,1,1,Other
509,4,4,4,4,4,4,3,4,4,4,1,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,,,0,14,9,0,,0,,
510,3,4,3,4,3,4,1,4,4,1,4,3,1,2,1,1,1,2,3,4,2,4,3,2,1,4,4,6,3,6,4,3,5,5,1,2,2,1,3,,,0,16,9,0,0,0,0,Music
511,2,4,1,1,4,1,1,4,3,1,3,4,2,4,2,1,1,1,1,4,3,3,4,4,1,3,3,1,6,5,2,3,6,1,4,3,2,5,1,17,,0,17,9,0,1,1,0,Music
512,4,4,4,4,3,2,1,4,4,4,1,1,1,4,2,1,4,1,1,2,1,3,4,4,4,2,1,4,6,6,4,7,5,,1,5,3,1,4,2,6,2,17,9,0,1,0,0,Other
513, ,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,,7,,5,5,,5,5,6,5,5,2,0,3,,9,0,0,0,0,music
514,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,,,,,4,6,6,1,1,1,1,1,2,2,2,2,1,10,1,16,9,0,0,0,0,music
515,4,4,4,2,4,3,2,3,4,1,1,4,2,2,3,1,2,3,2,4,2,2,4,2,4,4,3,1,7,1,1,1,1,1,1,1,1,1,1,,,,,9,0,0,0,1,games
516,1,1,1,4,1,1,1,4,1,4,1,2,1,1,4,4,4,4,3,4,1,1,4,4,1,4,3,2,2,2,2,3,3,3,4,2,1,5,3,1,10,1,15,9,0,0,0,0,music
517,2,4,3,2,3,4,,,,2,2,3,1,2,3,2,4,2,2,4,2,4,4,4,4,1,2,6,6,6,6,7,,,4,7,,1,3,6,2,0,18,9,0,0,1,0,"school,communication,games,social media,music,other"
518,4,4,4,4,4,4,4,3,3,1,4,4,4,3,4,1,4,4,4,4,4,1,4,4,4,4,4,4,5,,3,5,7,4,1,4,4,5,7,2,3,0,18,9,0,0,1,0,schol
519,4,4,1,1,4,4,4,4,4,4,1,4,2,2,3,4,4,4,4,3,2,1,4,2,4,2,1,6,6,1,4,6,6,5,6,5,3,5,5,0,7,1,15,9,0,1,0,0,school
520,4,4,2,4,2,4,4,4,4,4,2,4,1,2,4,2,4,4,1,4,2,4,3,4,4,4,4,2,3,2,3,2,2,3,5,6,6,3,5,2,0,0,16,11,0,0,0,0,Social Media
521,4,2,4,4,4,3,4,3,2,1,1,4,2,2,4,2,2,4,2,4,2,1,4,4,4,4,2,3,6,7,1,4,1,2,4,4,1,4,4,2,7,1,19,11,0,1,1,0,Communication
522,2,2,2,3,2,2,2,3,2,2,3,2,1,4,4,2,2,1,2,2,4,1,2,2,1,2,2,4,2,4,3,2,4,2,1,2,3,4,4,2,7,1,19,11,0,1,0,0,Other
523,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,3,1,1,4,4,1,4,4,4,4,2,7,6,7,7,5,7,4,5,2,1,3,2,4,0,1,16,11,0,0,0,0,Communication
524,1,3,1,4,4,1,3,3,1,1,1,4,2,4,3,4,2,4,1,4,1,2,4,4,4,1,2,3,2,3,6,,5,2,3,1,1,4,1,7,0,0,17,11,0,1,0,0,Social Media
525,4,4,1,3,3,2,2,3,3,4,2,3,2,1,2,4,4,2,3,4,4,2,4,4,3,2,4,5,4,3,3,4,4,3,2,3,2,3,4,0,0,1,15,11,0,0,0,0,Communication
526,2,1,1,4,4,2,2,1,4,3,1,3,2,4,1,2,2,4,1,4,2,1,4,1,4,2,2,6,6,4,5,2,2,3,2,5,1,,5,2,0,1,20,11,0,,0,1,"School, Communication, Games, Social Media, Music"
527,4,4,1,4,1,1,1,1,4,4,1,1,1,4,1,2,1,4,1,4,1,1,4,1,2,1,1,6,2,2,2,6,4,1,2,1,1,,4,2,0,1,19,11,0,0,0,1,"School, Games, Social Media, Music, Other"
528,4,3,1,4,3,2,3,4,2,3,1,2,2,3,4,2,2,2,2,3,2,2,3,4,4,,2,2,4,5,2,3,2,2,6,7,4,6,2,2,0,1,18,11,0,1,0,0,Communication
529,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,4,2,1,1,2,5,7,1,3,1,3,1,1,4,1,3,0,0,2,19,11,0,0,0,1,Music
530,4,4,4,4,4,4,1,4,4,4,1,2,3,3,3,4,4,4,,4,4,,3,1,3,3,2,5,5,7,5,7,5,6,6,4,5,7,7,7,3,,17,11,0,0,0,0,Social Media
531,4,1,2,4,1,1,2,1,4,1,1,1,3,2,4,4,3,4,1,4,4,3,4,4,4,4,4,2,2,4,5,2,2,3,1,1,1,1,2,0,5,1,18,11,0,0,0,0,School
532,4,2,1,4,4,1,1,1,4,1,1,1,2,1,2,1,2,4,1,4,2,1,1,4,4,,3,3,3,5,1,4,1,3,1,2,3,3,1,2,0,1,18,11,0,0,0,0,School
533,4,2,1,4,2,3,4,1,1,4,,4,4,1,1,4,1,4,1,4,1,4,4,1,1,1,1,7,7,5,,2,7,2,2,1,3,7,4,4,0,0,17,11,0,1,0,0,Communication
534,4,2,2,4,2,4,2,4,4,3,1,3,2,3,2,2,3,3,1,4,2,3,3,3,2,2,2,3,2,3,2,3,1,2,3,3,1,2,2,1,0,0,22,11,0,0,1,1,Communication
535,4,4,4,3,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,3,3,3,4,3,4,2,4,1,1,1,2,2,1,1,1,1,1,1,2,0,0,1,18,11,0,,0,,
536,4,1,2,4,4,3,3,2,1,3,1,1,1,3,4,4,4,4,1,4,3,3,4,4,4,3,2,3,5,3,3,5,1,2,3,6,3,2,5,0,4,1,18,11,0,0,0,0,Music
537,4,4,,2,2,2,3,1,1,4,2,4,1,4,4,2,4,2,1,2,4,2,4,1,4,2,2,5,4,4,2,2,2,1,2,1,3,3,3,3,2,2,16,11,0,0,0,0,School
538,2,3,2,1,2,3,2,2,3,4,1,3,4,1,2,4,4,4,1,3,1,4,3,2,4,2,4,5,5,6,3,7,,5,,4,3,6,4,0,2,0,16,11,0,0,0,0,Music
539,4,1,1,,1,1,1,3,1,1,1,2,4,2,2,4,2,4,1,4,2,1,4,2,4,1,1,2,4,1,2,2,4,,1,1,1,2,1,0,6,1,17,11,0,0,0,0,School
540,4,2,2,2,4,3,2,3,3,3,4,3,3,2,3,1,4,3,2,2,2,4,2,4,3,4,1,2,2,2,3,7,5,2,5,1,2,5,5,0,3,,16,11,0,1,0,0,Games
541,4,1,1,4,4,3,4,1,3,4,1,1,2,1,2,2,2,4,1,4,1,1,4,2,4,,2,2,2,5,2,2,2,2,1,1,1,1,1,2,9,0,17,11,0,0,1,0,School
542,4,1,2,4,4,1,2,4,2,4,2,3,2,4,2,1,4,1,2,4,2,2,4,2,2,4,4,4,3,4,3,5,4,1,6,4,,4,4,0,3,0,15,11,0,0,0,0,Communication
543,4,3,3,4,3,3,4,2,3,3,4,3,2,3,3,4,3,3,3,2,2,4,4,3,3,4,3,5,7,6,4,6,6,4,6,6,3,2,6,,,1,19,11,0,0,0,0,Social Media
544,1,4,1,4,4,2,1,2,3,4,1,1,4,2,4,2,2,4,2,2,3,1,3,1,2,2,3,2,4,6,2,1,3,4,5,4,1,3,4,1,0,1,18,11,0,1,1,0,Music
545,3,2,4,4,2,1,3,4,4,1,2,3,4,1,1,1,4,1,2,3,3,1,3,3,3,2,1,5,6,3,4,3,5,1,4,6,4,1,1,,,0,20,11,0,0,1,0,Communication
546,4,1,4,4,4,1,2,1,1,4,1,4,4,4,3,1,4,2,4,2,4,1,4,4,4,3,1,3,3,3,4,2,3,2,3,2,2,3,4,1,,1,18,11,0,0,0,0,Music
